seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,accelerometer_z,accelerometer_y,accelerometer_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,class
188,-7.71E-05,-1.62E-04,-1.78E-05,-3.08E-04,-3.44E-04,-8.41E-04,-0.94193508,0.012848608,-0.004584955,0.3355177866602407,-1.56E-05,0.027285160840425676,2.457216915575046,9.950102991270787,-0.272241653,-8.39E-04,9.950102991270787,-0.272241653,-8.39E-04,-103.4189101,38.073881225585936,-50.31658127,-60.15966305,-20.12621754,-17.67682365,-0.021456751,0.015109574,1.3492013061039366E-4,-103.5,45,1.5,1,12.024999618530273,0,0,149.39999389648438,-86.9110157,40.4279825,Classroom
189,1.4096475206315517E-4,-7.05E-05,2.3494125343859196E-4,-1.63E-04,-0.001033518,-1.46E-04,-0.941965003,0.012824619484420579,-0.004629447,0.33543409321170586,-1.18E-04,0.027269812,2.4573961037855883,9.948825289902178,-0.272561084,0.001042504,9.948825289902178,-0.272561084,0.001042504,-103.4586817,38.10889507293701,-50.38795097,-60.19894711,-20.09022766,-17.74721766,-0.021238689,0.015200699231802272,3.8765305138300534E-4,-114,45,1.5,1,12.024999618530273,0,0,149.39999389648438,-86.9110157,40.4279825,Classroom
190,5.337500320837914E-5,5.1892357448893554E-5,3.143194633382327E-4,-0.001095966,-9.09E-04,1.288149161128671E-4,-0.941909021,0.012768219830920396,-0.004561528,0.3355943329125932,-2.32E-05,0.027117968708710763,2.457055304814311,9.947573772911886,-0.270879717,2.758714802183428E-4,9.947573772911886,-0.270879717,2.758714802183428E-4,-103.4778363,38.05509307861328,-50.29291306,-60.21736908,-20.14415154,-17.65181358,-0.021326278,0.015323074,4.6703126620573613E-4,-128.75,45,1.5,1,12.024999618530273,0,0,149.39999389648438,-86.9110157,40.4279825,Classroom
191,1.719861214492217E-4,-9.04E-05,1.0081945050471616E-4,-0.012112756,-0.002648437,-4.56E-04,-0.941981462,0.012828036301850695,-0.004618329,0.3353878520067456,-9.61E-05,0.027268784898288042,2.4574939834261404,9.928477444695037,-0.273917211,4.152591909322598E-4,9.928477444695037,-0.273917211,4.152591909322598E-4,-103.5438379,38.02739917755127,-50.31340889,-60.28337093,-20.17196758,-17.67304171,-0.021207667,0.015180740677254292,2.5353125337221956E-4,-130.5555556,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
192,1.779166773612638E-5,-6.67E-05,2.668750160418957E-4,-0.016003359,-0.002955564,2.845979009718788E-4,-0.942062759,0.013034660278738123,-0.004641276,0.3351511567541697,-7.60E-06,0.02767352,2.4579933245205186,9.894789177237206,-0.277419327,2.7587148417420324E-4,9.894789177237206,-0.277419327,2.7587148417420324E-4,-103.4680756,38.03398723602295,-50.35952518,-60.20785309,-20.16635555,-17.71891363,-0.021361862,0.015204462873776562,4.1958681438841576E-4,-110.875,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
193,-1.28E-04,-1.85E-04,8.59930675060859E-5,-0.00278621,-0.001386107,-0.001005256,-0.942171101,0.013155849126068134,-0.004743683,0.3348403066686056,-1.29E-04,0.027970519875293795,2.4586534476974635,9.892024633,-0.278360196,1.8294634369825854E-4,9.892024633,-0.278360196,1.8294634369825854E-4,-103.4405038,38.08827701568603,-50.36660099,-60.18064705,-20.11194363,-17.72635557,-0.021373723,0.015085851728409818,3.721423761340455E-4,-123.8888889,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
194,0.001750997,0.001226142,0.002818497,0.001886081,1.5648707602787943E-4,5.237559914516593E-4,-0.941950743,0.012988590373142251,-0.004476908,0.3354680196752826,2.795820522523464E-4,0.027476036306289794,2.4573173546096654,9.897749809118418,-0.271723418,-0.002438839,9.897749809118418,-0.271723418,-0.002438839,-103.4782019,38.05301914215088,-50.27522305,-60.21810089,-20.14720167,-17.63570967,-0.019475945,0.016497324049038795,0.00312392,-129.125,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
195,6.716354643853689E-4,-1.02E-04,3.395243299202722E-4,0.002240227,2.1162629127502441E-4,-0.001602259,-0.941150583,0.011978164025880759,-0.003635771,0.3377556196115549,0.00124814,0.025005113,2.452458083050922,9.901442027786404,-0.247192518,-0.013964908,9.901442027786404,-0.247192518,-0.013964908,-103.4613657,38.01288128,-50.31914288,-60.20199688,-20.18709549,-17.6786536,-0.020555306,0.015168879560909225,6.449479514787209E-4,-125.1111111,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
196,-2.82E-05,-2.09E-04,-3.72E-04,0.013362578975344166,0.002149116,-3.16E-04,-0.941158347,0.011976041442271575,-0.003621303,0.3377342224121094,0.001273386,0.024991371,2.452503289991212,9.924176734628029,-0.245609885,-0.013151813,9.924176734628029,-0.245609885,-0.013151813,-103.4707599,38.04899314880371,-50.29498718,-60.2109029,-20.15037354,-17.65437571,-0.021255112,0.01506213,-6.67E-05,-132.25,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
197,-1.59E-04,-6.60E-04,-0.001012642,0.016988328359659435,0.001603968,-4.45E-04,-0.941338398,0.012092082263919914,-0.003827367,0.3372255612924261,9.500890132717933E-4,0.025349534324650626,2.4535864209665834,9.959624883040641,-0.250317125,-0.009899433,9.959624883040641,-0.250317125,-0.009899433,-103.4829598,38.060461082458495,-50.31743519,-60.22273685,-20.14085768,-17.67718969,-0.021385584,0.014611407246404482,-7.07E-04,-135.7777778,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
198,-3.76E-04,-3.52E-04,-0.001021994,0.001660145,0.002239458,-8.07E-04,-0.941515002,0.012262072,-0.004004535,0.33672399904865485,7.174108390105315E-4,0.025789531,2.454652782,9.959197988787901,-0.254786243,-0.007971236,9.959197988787901,-0.254786243,-0.007971236,-103.4912559,38.10840728759766,-50.33683292,-60.23091087,-20.09278959,-17.69683157,-0.021602848,0.014918769718720935,-7.17E-04,-133.375,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
199,1.7346878472751783E-4,-6.12E-04,-3.13E-04,-4.12E-06,6.523054201626083E-4,-7.11E-04,-0.941840505,0.012624545122306902,-0.004353711,0.3357946456057354,2.7757370051545275E-4,0.026707641201690564,2.456627882800056,9.957359767654568,-0.26538552,-0.003557291,9.957359767654568,-0.26538552,-0.003557291,-103.4497759,38.129879302978516,-50.30572289,-60.18991901,-20.07095152,-17.6657217,-0.021053473,0.014658851711784751,-7.41E-06,-128.1111111,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
200,-6.38E-05,6.375346192637983E-5,7.857987770213953E-5,-0.001981022,9.593680066969788E-4,3.1239441505551916E-4,-0.941785908,0.012505701743066311,-0.004327252,0.33595263813305826,2.5204170071570773E-4,0.026465975,2.456293911609835,9.954354314,-0.26268488,-0.00227957,9.954354314,-0.26268488,-0.00227957,-103.4158602,38.14415298461914,-50.42320938,-60.15612514,-20.05606768,-17.7822316,-0.021290695,0.015334935108362471,3.840034834371464E-4,-118.6666667,45,1.5,1,13.345000267028809,0,0,149.39999389648438,-86.9110061,40.4279887,Classroom
201,1.9274314625857813E-5,-2.56E-04,-2.89E-04,-0.011743833,-0.001024132,-7.53E-04,-0.941805569,0.012576644914676843,-0.004352621,0.3358944585022417,2.5025436297944256E-4,0.026616663174721802,2.456416738843455,9.934959106074954,-0.26591403,-0.003324978,9.934959106074954,-0.26591403,-0.003324978,-103.4591698,38.125853271484374,-50.4127169,-60.19943489,-20.07363569,-17.77247158,-0.021207667,0.015014685084591212,1.630902875811585E-5,-112.875,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
202,-2.54E-04,-1.26E-04,1.4974656616545564E-4,-0.014402158,-0.001886699,-3.58E-04,-0.941978139,0.012850480660506822,-0.004506963,0.3353978516986069,1.2915744542205094E-4,0.027236358,2.457469836,9.904526006828235,-0.272209711,-0.001722019,9.904526006828235,-0.272209711,-0.001722019,-103.4341594,38.12170513153076,-50.30340508,-60.17418098,-20.0790036,-17.66364759,-0.021480473,0.015145157292051223,4.5517013686284134E-4,-115.6666667,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
203,9.044098670060918E-5,-1.50E-04,1.0230208948272669E-4,-0.004815546,-9.19E-04,-7.30E-04,-0.94197085,0.012938476,-0.004459979,0.3354155348921285,2.772740051767366E-4,0.027370623213428896,2.457429591891835,9.897289670430697,-0.272094421,-0.003267123,9.897289670430697,-0.272094421,-0.003267123,-103.507238,38.11963119506836,-50.29876907,-60.24725906,-20.0802236,-17.65925568,-0.021136501,0.015121435113612887,4.0772571895289624E-4,-124.25,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
204,-2.18E-04,-1.62E-04,-4.79E-04,0.001578257,0.001087948,-9.28E-06,-0.942048131,0.013066274728806853,-0.004520686,0.3351926502672214,2.4209617987315106E-4,0.027652231,2.4579018528021654,9.902249308465754,-0.272805012,-0.002790659,9.902249308465754,-0.272805012,-0.002790659,-103.4567294,38.136711311340335,-50.30072117,-60.19675102,-20.06216751,-17.6604756,-0.02144489,0.015109574,-1.73E-04,-129.7777778,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
205,-2.06E-04,-2.33E-04,-8.75E-05,0.002403731,-3.46E-04,-0.001158271,-0.942107399,0.013146311623378865,-0.004585693,0.3350220452813269,1.6823757894740392E-4,0.027846678,2.4582641008988166,9.906915923924123,-0.27639715,-0.002558346,9.906915923924123,-0.27639715,-0.002558346,-103.4935737,38.16355125427246,-50.35501087,-60.23371712,-20.03715757,-17.71452162,-0.021433029,0.015038407299197415,2.1794790546726255E-4,-123.625,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
206,-2.89E-04,2.817012023777493E-5,-9.93E-05,0.011809534239537508,0.002108095,8.878999737823762E-4,-0.942075125,0.013111251677630597,-0.004551058,0.33511464804121593,2.1274258688208647E-4,0.027757378204644304,2.4580673477024706,9.924818548183996,-0.27306346,-0.001420013,9.924818548183996,-0.27306346,-0.001420013,-103.4791777,38.15708534240723,-50.26534115,-60.21919903,-20.0431356,-17.6246077,-0.021516056,0.015299352,2.060868015548992E-4,-109,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
207,-2.58E-04,1.5271179402659E-4,-4.58E-04,0.018415350180405837,0.004012067,-0.001743966,-0.941972831,0.012940851971507072,-0.004456076,0.335409948,2.860796980100461E-4,0.027372483,2.4574413093236775,9.963353444071648,-0.26837074,-0.004904706,9.963353444071648,-0.26837074,-0.004904706,-103.4139079,38.130733222961425,-50.30474689,-60.15429512,-20.06973162,-17.66535568,-0.021485377,0.015423893364361273,-1.53E-04,-120.375,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
208,-2.06E-04,2.8170129844864596E-5,-1.23E-04,0.002926891,8.491049113782864E-4,0.002404529,-0.941940739,0.012856182253476485,-0.004440523,0.3355035370993383,2.6126064530067154E-4,0.02720249,2.457243803635384,9.964901257487176,-0.270269897,-2.82E-04,9.964901257487176,-0.270269897,-2.82E-04,-103.4398939,38.16391727,-50.35513309,-60.17954906,-20.03642551,-17.71476549,-0.021433029,0.015299351768369236,1.8236457451599315E-4,-115,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
209,-2.11E-04,-4.30E-05,2.6687514602016765E-5,-0.00149025,0.001890616,1.4363570495969753E-4,-0.941910186,0.012786686890622944,-0.004433557,0.33559207574835104,2.3027444341687883E-4,0.027066858177914203,2.4570569019873165,9.961343996733138,-0.267946768,-0.002233108,9.961343996733138,-0.267946768,-0.002233108,-103.4520938,38.15549922943115,-50.37184708,-60.19272507,-20.04411154,-17.7330657,-0.021456751,0.015228185115508663,3.12836811362395E-4,-110,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
210,-5.34E-05,1.4678124243447792E-4,5.930555912042127E-6,-0.003576371,7.245890723848806E-4,8.311506261307638E-5,-0.941843786,0.012725927957415003,-0.004370895,0.335781509,3.129708263073659E-4,0.026910246,2.4566543148559274,9.955751067226373,-0.267447293,-0.003115896,9.955751067226373,-0.267447293,-0.003115896,-103.4483115,38.15659713745117,-50.31438499,-60.18808891,-20.04374559,-17.67511553,-0.021433028,0.015417962931819911,1.586423576492997E-4,-117.125,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
211,6.52361150324634E-5,-7.41E-06,-1.48E-04,-5.25E-04,1.7045539559669865E-4,0.001064346,-0.941850376,0.012723381495446835,-0.004380516,0.33576298251892756,2.9260174863524193E-4,0.026911912757216147,2.45669392,9.954005908040168,-0.267897401,-0.001931101,9.954005908040168,-0.267897401,-0.001931101,-103.4270837,38.16708908081055,-50.35757317,-60.16722694,-20.03227774,-17.71744967,-0.021314417,0.015263768446459932,4.4479067618190085E-6,-106,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
212,-1.78E-05,8.74756872699171E-5,1.3640278597696893E-4,-4.63E-04,-4.63E-04,4.825852856546351E-4,-0.941827555,0.012710189401597074,-0.004365671,0.3358277007214074,3.135600621762315E-4,0.026877072775392856,2.4565564012064516,9.953843245139488,-0.268208958,-0.002737941,9.953843245139488,-0.268208958,-0.002737941,-103.3981696,38.15415714263916,-50.37294506,-60.13782501,-20.04691755,-17.73416363,-0.021397445,0.015358657377220473,2.891145882793494E-4,-92,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
213,-5.93E-06,4.003124449456346E-5,-1.78E-05,-9.62E-04,1.9612850494755125E-4,3.2761811450557804E-4,-0.941800226,0.012689675258707653,-0.004349182,0.33590533085239743,3.330568679567716E-4,0.026827321885135567,2.4563915104541962,9.952083504315718,-0.266912977,-0.003069434,9.952083504315718,-0.266912977,-0.003069434,-103.4796658,38.11719135284424,-50.3661132,-60.21932102,-20.08217554,-17.72623356,-0.021385584,0.015311212911840203,1.3492013795699166E-4,-94.66666667,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
214,-5.93E-06,-1.02E-04,5.337500320837914E-5,-0.003408275,2.5278503455004647E-4,-3.45E-04,-0.941803475,0.012728063009896325,-0.004330345,0.33589501172593494,3.940562855506551E-4,0.026886989606670963,2.456412322312883,9.945085081081945,-0.267395025,-0.004230998,9.945085081081945,-0.267395025,-0.004230998,-103.4627081,38.13524719238281,-50.28034714,-60.20260712,-20.06350962,-17.64071161,-0.021385584,0.015168879560909225,2.0608680664100547E-4,-99.75,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
215,1.482638978010532E-4,-2.09E-04,-6.52E-05,5.131878899139108E-4,2.303638504546823E-4,-0.001598051,-0.94179723,0.012640062023352073,-0.004338754,0.3359156340649984,3.1960690549364426E-4,0.026726826464811577,2.4563702842564257,9.947111907514554,-0.265353576,-0.004718855,9.947111907514554,-0.265353576,-0.004718855,-103.4540459,38.12072933197022,-50.26704887,-60.19406708,-20.07900362,-17.62729166,-0.02123139,0.015062129540929517,8.74757002677443E-5,-88,0,1.5,1,13.348999977111816,0.036743015,0,149.39999389648438,-86.9110022,40.4279916,Classroom
216,-1.72E-04,-5.49E-05,-1.96E-04,-0.008143258,-0.002593579,0.002206328,-0.941899447,0.012828538230466612,-0.004414266,0.335620804,2.9553812993133726E-4,0.027132735,2.4569946724234275,9.935577512944786,-0.272987959,-0.00137355,9.935577512944786,-0.272987959,-0.00137355,-103.4658797,38.10450298309326,-50.31182301,-60.20541298,-20.09425358,-17.67182165,-0.02155164,0.015216323999163596,-4.30E-05,-110.25,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
217,4.698825068771839E-5,-1.53E-04,2.819294862162608E-4,-0.015380502,-2.59E-04,-0.001146511,-0.941942727,0.012865018269691903,-0.004449747,0.33549744435227835,2.496081705432883E-4,0.027225320567735113,2.457256777928426,9.901712075020503,-0.270298938,-0.003394672,9.901712075020503,-0.270298938,-0.003394672,-103.4190318,38.115605201721195,-50.32353493,-60.15880882,-20.08363956,-17.68267962,-0.021332665,0.015118469770711202,4.346413115854375E-4,-117.5555556,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
218,1.779166773612638E-5,1.8236457790673068E-4,-2.31E-04,-0.003664452,-0.001570571,0.001099912,-0.942019204,0.012960077778806964,-0.004529391,0.33527795087943957,1.5693910931412512E-4,0.027457941,2.4577228976684866,9.896601241769142,-0.27358326,-5.37E-04,9.896601241769142,-0.27358326,-5.37E-04,-103.4523378,38.10706501,-50.34268898,-60.1922369,-20.09205759,-17.70207762,-0.021361862,0.015453546199477414,-7.86E-05,-98.5,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
219,4.151389138429489E-5,-3.11E-05,2.4315279239372722E-4,0.001663782,-9.53E-04,-0.001210288,-0.942026884,0.013050181501843398,-0.004506777,0.33525322681491815,2.5931820618124333E-4,0.027612573,2.4577732363950857,9.901619309360541,-0.274524127,-0.003859298,9.901619309360541,-0.274524127,-0.003859298,-103.5015038,38.13414924621582,-50.33683304,-60.24103687,-20.06521757,-17.69744164,-0.02133814,0.015240046213769797,3.9586460034733695E-4,-104.2222222,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
220,-4.45E-04,-2.45E-04,-9.31E-04,0.002958427,-1.60E-04,7.447863305077969E-4,-0.942230602,0.013418714759997952,-0.004691705,0.3346624562462557,1.398116704329421E-4,0.028431065651832274,2.459024776532812,9.906361265089906,-0.281891349,-7.23E-04,9.906361265089906,-0.281891349,-7.23E-04,-103.5024799,38.149765205383304,-50.34390907,-60.24201309,-20.05033358,-17.70354168,-0.021824445,0.015026546237104147,-7.78E-04,-107.5,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
221,2.668750160418957E-4,8.747568500942542E-5,0.001180181,0.010748641004840147,0.001250265,0.001217863,-0.942142588,0.013064899554168716,-0.004683079,0.33492468630225913,-7.29E-05,0.0277585,2.4584745434881414,9.923464023149931,-0.274225526,0.001840633,9.923464023149931,-0.274225526,0.001840633,-103.4381859,38.15720710754395,-50.33768726,-60.17832912,-20.04191561,-17.69622156,-0.021112779,0.015358657368178506,0.001332892,-110.8888889,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
222,-5.93E-06,-5.49E-05,1.957083450973902E-4,0.015781402587890625,9.155447043261482E-4,1.3764674557164961E-4,-0.941916931,0.012610426,-0.004503349,0.33557886348187344,-2.00E-05,0.026781605466187578,2.457089701902519,9.959171896999322,-0.265391325,2.526402316910658E-4,9.959171896999322,-0.265391325,2.526402316910658E-4,-103.4400161,38.10852912902832,-50.27119717,-60.17954899,-20.09059359,-17.63107376,-0.021385584,0.015216323972037695,3.484201315763289E-4,-108.125,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
223,-1.78E-05,-1.62E-04,1.719861214492217E-4,0.005063807,-3.58E-04,-0.001167456,-0.941853989,0.012508422841580168,-0.004441406,0.33576012583612236,3.3356993369182515E-5,0.026547823264037523,2.456705227638911,9.964091060231032,-0.264720523,-0.001466475,9.964091060231032,-0.264720523,-0.001466475,-103.4944279,38.11560527801514,-50.35196098,-60.23383926,-20.0844936,-17.71269163,-0.021397445,0.015109573961099953,3.246979135793896E-4,-127.2222222,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
224,-5.93E-06,8.747568783504002E-5,-1.48E-04,-5.26E-04,2.3075648881856677E-4,-3.39E-04,-0.941820619,0.012507899320747667,-0.004391077,0.33585441951612827,1.3049604946626487E-4,0.026513024,2.4565038727325144,9.962438759294528,-0.264128125,-0.001931101,9.962438759294528,-0.264128125,-0.001931101,-103.4101258,38.14903316497803,-50.2904731,-60.15026897,-20.05094362,-17.65132566,-0.021385584,0.015358657304884739,4.447899980343951E-6,-117.8888889,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
225,7.709722685654765E-5,-1.85E-04,1.8384723327330595E-4,-0.001188186,-0.001397592,3.862498413988398E-5,-0.941803156,0.012509342698940953,-0.00436229,0.3359036986688966,1.8709751976945255E-4,0.026496390188203274,2.456398538015421,9.960109868095916,-0.265606215,-0.001838176,9.960109868095916,-0.265606215,-0.001838176,-103.4254975,38.09718315124512,-50.32292507,-60.16478714,-20.10303761,-17.68243568,-0.021302556,0.015085851755535718,3.365590400966698E-4,-97.75,45,1.5,1,13.336000442504883,0,0,149.39999389648438,-86.9110077,40.4279915,Classroom
226,8.222943870350718E-5,-2.00E-04,-4.70E-05,-0.010018523,-0.001536534,-2.86E-05,-0.941896808,0.012583695155066939,-0.004461853,0.3356368919977775,4.189960482904918E-5,0.026703377,2.4569660425186157,9.944112138840758,-0.267336948,-5.14E-04,9.944112138840758,-0.267336948,-5.14E-04,-103.439649,38.124755210876465,-50.30486893,-60.17991501,-20.07485558,-17.66620962,-0.021297424,0.015071481591663681,1.0572354781638402E-4,-105.8888889,0,1.5,1,13.116999626159668,0.060056467,0,149.39999389648438,-86.9110004,40.4279955,Classroom
227,-5.34E-05,-2.45E-04,1.3640277467451048E-4,-0.017949234,-0.001711952,-0.001710129,-0.941997766,0.012771628751844457,-0.004546658,0.33534507699383115,-1.35E-07,0.027114372447277737,2.4575842074977543,9.906663274302066,-0.270923278,-0.001791713,9.906663274302066,-0.270923278,-0.001791713,-103.4666114,38.10169708251953,-50.37855698,-60.20663284,-20.09901154,-17.73916565,-0.021433029,0.015026546,2.8911462501233934E-4,-104.625,0,1.5,1,13.116999626159668,0.060056467,0,149.39999389648438,-86.9110004,40.4279955,Classroom
228,-7.71E-05,4.447899980343951E-6,5.3375007729362516E-5,-0.00433569,-0.001622222,2.0102340077022903E-5,-0.94203568,0.012909782670655297,-0.004557492,0.33523324594914333,6.895586751978362E-5,0.027382011389703427,2.4578194271013576,9.901131333656682,-0.273022805,-7.46E-04,9.901131333656682,-0.273022805,-7.46E-04,-103.5002838,38.14000522613525,-50.34671501,-60.23969509,-20.06070362,-17.70756754,-0.021456751,0.01527563,2.060867908175637E-4,-105.8888889,0,1.5,1,13.116999626159668,0.060056467,0,149.39999389648438,-86.9110004,40.4279955,Classroom
229,-7.71E-05,-1.14E-04,-2.97E-05,7.593747481559087E-4,-5.51E-04,7.406495877731483E-4,-0.94205774,0.012943305,-0.004588358,0.3351695340813942,3.1415251819497414E-5,0.027465881,2.4579547794119825,9.903965542617353,-0.272723702,3.455652475574063E-4,9.903965542617353,-0.272723702,3.455652475574063E-4,-103.4087837,38.11523929595947,-50.33780895,-60.1486832,-20.08498165,-17.69768564,-0.021456751,0.015157018462648091,1.2305901483044895E-4,-102.75,0,1.5,1,13.116999626159668,0.060056467,0,149.39999389648438,-86.9110004,40.4279955,Classroom
230,7.709722685654765E-5,-1.97E-04,3.499028010709772E-4,0.001906867,-2.76E-04,-5.10E-04,-0.942063783,0.012839452,-0.004610735,0.3351562355907218,-8.08E-05,0.027285178870107365,2.457985421986256,9.907574240977947,-0.270673681,2.0707111728440324E-4,9.907574240977947,-0.270673681,2.0707111728440324E-4,-103.4424556,38.102795181274416,-50.23764717,-60.18296478,-20.09766966,-17.59813374,-0.021302556,0.015073990675358518,5.026146005477431E-4,-113.4444444,0,1.5,1,13.116999626159668,0.060056467,0,149.39999389648438,-86.9110004,40.4279955,Classroom
231,-1.48E-04,-5.19E-05,-2.34E-04,0.006357026,3.668532788174824E-4,-3.33E-04,-0.942059369,0.012829172162755021,-0.004603947,0.3351691168488808,-7.45E-05,0.027261257,2.457958108013116,9.918772567823096,-0.270037585,3.223340688228101E-4,9.918772567823096,-0.270037585,3.223340688228101E-4,-103.4073201,38.13719909667969,-50.42320889,-60.14782894,-20.0637536,-17.78320763,-0.021527917,0.015085851746493751,5.189234501618928E-5,-103.625,0,1.5,1,13.494999885559082,0.031378496,0,149.39999389648438,-86.9110005,40.427994,Classroom
232,1.482638978010532E-4,2.9652813467585926E-6,-2.82E-05,-0.001197704,-8.84E-04,-0.001457852,-0.942056215,0.012857585,-0.004589804,0.33517711573434106,-2.86E-05,0.027305318802161124,2.457940291432501,9.917393119589796,-0.272032572,-0.001141237,9.917393119589796,-0.272032572,-0.001141237,-103.4445303,38.12499919891357,-50.33427101,-60.18381908,-20.07534363,-17.69524572,-0.02123139,0.015121435086486988,2.772534747598964E-4,-100.4444444,0,1.5,1,13.494999885559082,0.031378496,0,149.39999389648438,-86.9110005,40.427994,Classroom
233,1.1268056232880041E-4,3.5879864172051545E-4,-2.06E-04,-0.001225879,2.157520321966375E-4,5.9171658895403434E-5,-0.942029314,0.013022981367064911,-0.004495211,0.3352476063283902,2.627044336760679E-4,0.027553558042182506,2.4577854212047985,9.914233726205177,-0.273115731,-0.002720965,9.914233726205177,-0.273115731,-0.002720965,-103.4819837,38.12146110534668,-50.30767506,-60.2218832,-20.07875967,-17.66852764,-0.021266973,0.015477268450251483,9.93368002242472E-5,-108,0,1.5,1,13.494999885559082,0.031378496,0,149.39999389648438,-86.9110005,40.427994,Classroom
234,-2.67E-04,1.2157640862956788E-4,-4.20E-04,9.183605897773817E-4,-8.51E-05,0.001526243,-0.942000589,0.013000673352225312,-0.004461028,0.3353296301318604,3.14551654757222E-4,0.027488570352925838,2.457610889545922,9.916190925153714,-0.272683049,-0.001861407,9.916190925153714,-0.272683049,-0.001861407,-103.4425778,38.13219718933105,-50.29449905,-60.1819891,-20.06887762,-17.65474173,-0.021646528,0.015240046159517996,-1.14E-04,-104.75,0,1.5,1,13.494999885559082,0.031378496,0,149.39999389648438,-86.9110005,40.427994,Classroom
235,0.006930767,9.397652712113295E-5,0.002043989,0.002330587,-0.002584596,-0.005483665,-0.941940682,0.013031951393573903,-0.004393781,0.3354966720709434,4.6684593843775266E-4,0.027502149,2.4572538687632632,9.920689138393957,-0.275682788,-0.010131745,9.920689138393957,-0.275682788,-0.010131745,-103.4710043,38.134393196105954,-50.2433812,-60.211147,-20.06582752,-17.60411167,-0.014448887,0.015212446307906738,0.002349413,-100.1111111,0,1.5,1,13.494999885559082,0.031378496,0,149.39999389648438,-86.9110005,40.427994,Classroom
